Uniprot accession	Primary gene name	Protein names	Gene names	PepCount	log2 fold change naive/primed	q-value	NAIVE_R1	NAIVE_R2	NAIVE_R3	PRIMED_A1	PRIMED_A2	PRIMED_E1	PRIMED_E2	Biological process	Molecular function	Cellular component
Q12933	TRAF2	TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)	TRAF2 TRAP3	6	-0.430	0.047349	17086648.5	23202057.9	20141229.6	31824126.2	24422132.6	21980986.6	30761979.8	I-kappaB kinase/NF-kappaB signaling [GO:0007249]; activation of NF-kappaB-inducing kinase activity [GO:0007250]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; cellular protein-containing complex assembly [GO:0034622]; cellular response to nitric oxide [GO:0071732]; death-inducing signaling complex assembly [GO:0071550]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of glial cell apoptotic process [GO:0034351]; negative regulation of neuron death [GO:1901215]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of I-kappaB phosphorylation [GO:1903721]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of protein homodimerization activity [GO:0090073]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; programmed necrotic cell death [GO:0097300]; protein K63-linked ubiquitination [GO:0070534]; protein autoubiquitination [GO:0051865]; protein catabolic process [GO:0030163]; protein deubiquitination [GO:0016579]; protein heterooligomerization [GO:0051291]; protein homotrimerization [GO:0070207]; protein-containing complex assembly [GO:0065003]; regulation of apoptotic process [GO:0042981]; regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902041]; regulation of immunoglobulin secretion [GO:0051023]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]; response to endoplasmic reticulum stress [GO:0034976]; signal transduction [GO:0007165]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	CD40 receptor binding [GO:0005174]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; mitogen-activated protein kinase kinase kinase binding [GO:0031435]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein-containing complex binding [GO:0044877]; sphingolipid binding [GO:0046625]; thioesterase binding [GO:0031996]; tumor necrosis factor receptor binding [GO:0005164]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	CD40 receptor complex [GO:0035631]; IRE1-TRAF2-ASK1 complex [GO:1990604]; TRAF2-GSTP1 complex [GO:0097057]; cell cortex [GO:0005938]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; ubiquitin ligase complex [GO:0000151]; vesicle membrane [GO:0012506]
Q9BR76	CORO1B	Coronin-1B (Coronin-2)	CORO1B	5	-0.431	0.043776	6456774.4	7620881.5	6206718.9	9832053.0	7602072.4	11458391.8	7940829.9	actin cytoskeleton organization [GO:0030036]; actin filament branching [GO:0090135]; actin filament bundle assembly [GO:0051017]; actin filament organization [GO:0007015]; cell migration [GO:0016477]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; endothelial cell chemotaxis [GO:0035767]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]; negative regulation of smooth muscle cell chemotaxis [GO:0071672]; positive regulation of lamellipodium morphogenesis [GO:2000394]; protein localization to cell leading edge [GO:1902463]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; ruffle organization [GO:0031529]; wound healing [GO:0042060]	Arp2/3 complex binding [GO:0071933]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]	actin filament [GO:0005884]; cell leading edge [GO:0031252]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]
Q14574	DSC3	Desmocollin-3 (Cadherin family member 3) (Desmocollin-4) (HT-CP)	DSC3 CDHF3 DSC4	3	-0.435	0.124571	2886226.5	3969375.0	2896806.3	3234921.0	3355595.6	5167904.9	6353704.5	cell adhesion [GO:0007155]; cell-cell adhesion [GO:0098609]; cornification [GO:0070268]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; in utero embryonic development [GO:0001701]; keratinization [GO:0031424]; protein stabilization [GO:0050821]	calcium ion binding [GO:0005509]; gamma-catenin binding [GO:0045295]	cell junction [GO:0030054]; cell-cell junction [GO:0005911]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; desmosome [GO:0030057]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P19174	PLCG1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)"	PLCG1 PLC1	20	-0.437	0.011854	14906721.3	15522884.4	14730224.6	20586959.9	18937471.5	21852935.3	20229946.3	Fc-epsilon receptor signaling pathway [GO:0038095]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; T cell receptor signaling pathway [GO:0050852]; activation of phospholipase C activity [GO:0007202]; axon guidance [GO:0007411]; calcium-mediated signaling [GO:0019722]; cell migration [GO:0016477]; cellular response to epidermal growth factor stimulus [GO:0071364]; epidermal growth factor receptor signaling pathway [GO:0007173]; in utero embryonic development [GO:0001701]; inositol phosphate metabolic process [GO:0043647]; inositol trisphosphate biosynthetic process [GO:0032959]; leukocyte migration [GO:0050900]; modulation of chemical synaptic transmission [GO:0050804]; phosphatidylinositol-mediated signaling [GO:0048015]; phospholipid catabolic process [GO:0009395]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of phospholipase C activity [GO:0010863]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; positive regulation of vascular endothelial cell proliferation [GO:1905564]; release of sequestered calcium ion into cytosol [GO:0051209]; signal transduction [GO:0007165]; viral process [GO:0016032]	calcium ion binding [GO:0005509]; glutamate receptor binding [GO:0035254]; neurotrophin TRKA receptor binding [GO:0005168]; phosphatidylinositol phospholipase C activity [GO:0004435]; phospholipase C activity [GO:0004629]; protein kinase binding [GO:0019901]; receptor tyrosine kinase binding [GO:0030971]	COP9 signalosome [GO:0008180]; Schaffer collateral - CA1 synapse [GO:0098685]; cell projection [GO:0042995]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
O75387	SLC43A1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	SLC43A1 LAT3 PB39 POV1	8	-0.437	0.036946	64020294.2	67275590.0	57218367.9	111488462.4	76566517.9	81979406.5	74207535.7	amino acid transport [GO:0006865]; neutral amino acid transport [GO:0015804]	L-amino acid transmembrane transporter activity [GO:0015179]; amino acid transmembrane transporter activity [GO:0015171]; neutral amino acid transmembrane transporter activity [GO:0015175]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q8N697	SLC15A4	Solute carrier family 15 member 4 (Peptide transporter 4) (Peptide/histidine transporter 1) (hPHT1)	SLC15A4 PHT1 PTR4 FP12591	3	-0.440	0.093556	8229596.8	8040555.9	6274720.3	9006766.3	8145388.0	15667564.3	9121234.1	histidine transport [GO:0015817]; ion transport [GO:0006811]; neutrophil degranulation [GO:0043312]; protein transport [GO:0015031]	L-histidine transmembrane transporter activity [GO:0005290]; oligopeptide transmembrane transporter activity [GO:0035673]; peptide transmembrane transporter activity [GO:1904680]; peptide:proton symporter activity [GO:0015333]	integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]
P23443	RPS6KB1	Ribosomal protein S6 kinase beta-1 (S6K-beta-1) (S6K1) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 1) (P70S6K1) (p70-S6K 1) (Ribosomal protein S6 kinase I) (Serine/threonine-protein kinase 14A) (p70 ribosomal S6 kinase alpha) (p70 S6 kinase alpha) (p70 S6K-alpha) (p70 S6KA)	RPS6KB1 STK14A	2	-0.442	0.028093	2922736.1	3309322.1	2745494.0	4591407.9	4113717.5	3243826.4	4401405.1	G1/S transition of mitotic cell cycle [GO:0000082]; TOR signaling [GO:0031929]; apoptotic process [GO:0006915]; cellular response to growth factor stimulus [GO:0071363]; cellular response to insulin stimulus [GO:0032869]; intracellular signal transduction [GO:0035556]; long-chain fatty acid import into cell [GO:0044539]; negative regulation of apoptotic process [GO:0043066]; negative regulation of insulin receptor signaling pathway [GO:0046627]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidylinositol-mediated signaling [GO:0048015]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of translation [GO:0045727]; positive regulation of translational initiation [GO:0045948]; protein phosphorylation [GO:0006468]; response to nutrient levels [GO:0031667]; signal transduction [GO:0007165]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; ribosomal protein S6 kinase activity [GO:0004711]	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; synapse [GO:0045202]
Q16625	OCLN	Occludin	OCLN	12	-0.446	0.022676	71821232.0	58752796.5	51532469.0	89044917.8	74723233.4	84350813.9	80256001.8	bicellular tight junction assembly [GO:0070830]; cell-cell junction organization [GO:0045216]; cellular response to tumor necrosis factor [GO:0071356]; protein-containing complex assembly [GO:0065003]; regulation of bicellular tight junction assembly [GO:2000810]; response to interleukin-18 [GO:0070673]	protein domain specific binding [GO:0019904]	apical plasma membrane [GO:0016324]; apicolateral plasma membrane [GO:0016327]; bicellular tight junction [GO:0005923]; cell junction [GO:0030054]; cell-cell junction [GO:0005911]; cytoplasmic vesicle [GO:0031410]; endocytic vesicle [GO:0030139]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
O43795	MYO1B	Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)	MYO1B	46	-0.450	0.012932	91047036.9	110602532.8	96283316.2	139655935.9	127869959.0	142805337.2	130960458.7	actin filament bundle assembly [GO:0051017]; actin filament organization [GO:0007015]; actin filament-based movement [GO:0030048]; post-Golgi vesicle-mediated transport [GO:0006892]	"ATP binding [GO:0005524]; actin filament binding [GO:0051015]; actin-dependent ATPase activity [GO:0030898]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]"	actin filament [GO:0005884]; apical part of cell [GO:0045177]; brush border [GO:0005903]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; myosin complex [GO:0016459]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q05193	DNM1	Dynamin-1 (EC 3.6.5.5)	DNM1 DNM	2	-0.451	0.014703	10308520.3	11693863.2	10169579.1	16345696.2	13190335.5	13923021.4	15261742.0	G protein-coupled receptor internalization [GO:0002031]; endocytosis [GO:0006897]; endosome organization [GO:0007032]; ephrin receptor signaling pathway [GO:0048013]; modulation of chemical synaptic transmission [GO:0050804]; positive regulation of synaptic vesicle endocytosis [GO:1900244]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of synapse structure or activity [GO:0050803]; response to amyloid-beta [GO:1904645]; synaptic vesicle budding from presynaptic endocytic zone membrane [GO:0016185]; toxin transport [GO:1901998]	D2 dopamine receptor binding [GO:0031749]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; RNA binding [GO:0003723]; SH3 domain binding [GO:0017124]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; nitric-oxide synthase binding [GO:0050998]; protein C-terminus binding [GO:0008022]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]	Golgi apparatus [GO:0005794]; axon [GO:0030424]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; dendritic spine [GO:0043197]; dendritic spine head [GO:0044327]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; membrane coat [GO:0030117]; microtubule [GO:0005874]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; photoreceptor inner segment [GO:0001917]; photoreceptor ribbon synapse [GO:0098684]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic endocytic zone membrane [GO:0098844]; postsynaptic membrane [GO:0045211]; presynaptic endocytic zone membrane [GO:0098835]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; varicosity [GO:0043196]
Q86WJ1	CHD1L	Chromodomain-helicase-DNA-binding protein 1-like (EC 3.6.4.12) (Amplified in liver cancer protein 1)	CHD1L ALC1	14	-0.458	0.041042	10879118.5	10867061.0	9548451.2	19286312.5	12926457.3	11453952.1	14649774.2	"DNA repair [GO:0006281]; cellular response to DNA damage stimulus [GO:0006974]; chromatin remodeling [GO:0006338]; global genome nucleotide-excision repair [GO:0070911]; nucleotide-excision repair, DNA duplex unwinding [GO:0000717]; nucleotide-excision repair, DNA incision [GO:0033683]; nucleotide-excision repair, DNA incision, 3'-to lesion [GO:0006295]; nucleotide-excision repair, DNA incision, 5'-to lesion [GO:0006296]; nucleotide-excision repair, preincision complex assembly [GO:0006294]; nucleotide-excision repair, preincision complex stabilization [GO:0006293]"	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; DNA helicase activity [GO:0003678]; nucleotide binding [GO:0000166]	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q13418	ILK	Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (ILK-1) (ILK-2) (p59ILK)	ILK ILK1 ILK2	18	-0.459	0.024822	31973475.9	36250996.4	30400939.0	50948423.7	43778671.9	36209120.1	51021489.5	"MAPK cascade [GO:0000165]; branching involved in ureteric bud morphogenesis [GO:0001658]; cell aging [GO:0007569]; cell cycle arrest [GO:0007050]; cell junction assembly [GO:0034329]; cell population proliferation [GO:0008283]; cell-matrix adhesion [GO:0007160]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; fibroblast migration [GO:0010761]; integrin-mediated signaling pathway [GO:0007229]; myelin assembly [GO:0032288]; myelination in peripheral nervous system [GO:0022011]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of neural precursor cell proliferation [GO:2000178]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of smooth muscle cell migration [GO:0014912]; negative regulation of smooth muscle cell proliferation [GO:0048662]; nerve development [GO:0021675]; neuron projection morphogenesis [GO:0048812]; outflow tract morphogenesis [GO:0003151]; peptidyl-serine phosphorylation [GO:0018105]; platelet aggregation [GO:0070527]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of axon extension [GO:0045773]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of phosphorylation [GO:0042327]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of signal transduction [GO:0009967]; positive regulation of transcription, DNA-templated [GO:0045893]; protein heterooligomerization [GO:0051291]; protein kinase B signaling [GO:0043491]; protein phosphorylation [GO:0006468]; regulation of actin cytoskeleton organization [GO:0032956]; substrate adhesion-dependent cell spreading [GO:0034446]; supramolecular fiber organization [GO:0097435]; tumor necrosis factor-mediated signaling pathway [GO:0033209]"	ATP binding [GO:0005524]; SH3 domain binding [GO:0017124]; integrin binding [GO:0005178]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]	cell junction [GO:0030054]; cell-cell junction [GO:0005911]; costamere [GO:0043034]; cytosol [GO:0005829]; dendritic shaft [GO:0043198]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; terminal bouton [GO:0043195]
